int_rate,dti,fico_range_low,revol_util,annual_inc_log,loan_amnt_log,installment,open_acc,pub_rec,delinq_2yrs,credit_history_years,income_to_loan_ratio,installment_to_income,total_interest_burden,sub_grade_freq,emp_stable,revol_bal_log,annual_inc
15.77,31.89,690.0,71.2,10.404293143019792,9.273409063443166,373.22,7.0,0.0,0.0,11.247091033538672,3.0985915492957745,0.13571636363636363,1679.505,0.03538530667265783,0.0,9.163143937145207,33000.0
16.59,31.7,765.0,12.0,10.778977123006351,8.962007209588313,276.51,14.0,0.0,0.0,10.417522245037645,6.153846153846154,0.0691275,1294.02,0.02909458548640755,1.0,7.717351272185329,48000.0
9.17,31.56,730.0,28.7,9.803722464346553,9.068315871946766,276.55,18.0,0.0,0.0,11.16495550992471,2.086455331412104,0.18334806629834255,795.4975,0.0636935520107841,0.0,9.464284672443105,18100.0
10.78,20.45,710.0,82.5,11.736077016252437,10.308985993422082,979.04,11.0,0.0,0.0,16.0,4.166666666666667,0.09398784,3234.0,0.06638957537631993,1.0,10.565634141976286,125000.0
12.88,29.79,680.0,28.0,10.736418414365376,9.61587214452889,504.55,12.0,1.0,2.0,19.16495550992471,3.066666666666667,0.1316217391304348,1932.0,0.06122219725904291,1.0,8.832441791585824,46000.0
6.99,14.3,835.0,0.0,11.289794413577894,8.517393171418904,154.37,6.0,0.0,0.0,20.914442162902123,16.0,0.0231555,349.5,0.030891934396764773,1.0,2.0794415416798357,80000.0
9.8,22.18,750.0,34.4,10.778977123006351,8.699681400989514,193.05,13.0,0.0,0.0,15.665982203969884,8.0,0.0482625,588.0000000000001,0.06290721186250281,0.0,9.31847703058076,48000.0
9.8,13.46,705.0,33.8,11.156264806643742,9.392745258631441,386.09,9.0,0.0,1.0,9.166324435318275,5.833333333333333,0.06618685714285714,1176.0000000000002,0.06290721186250281,0.0,8.972844314437573,70000.0
7.26,27.23,695.0,44.8,10.673341112178944,9.61587214452889,464.95,10.0,0.0,0.0,21.50034223134839,2.8792,0.1291886635176438,1089.0,0.03707032127611773,0.0,10.682560103927765,43188.0
9.17,25.6,725.0,93.3,11.156264806643742,9.116139576577355,290.1,8.0,0.0,0.0,19.665982203969882,7.6923076923076925,0.04973142857142858,834.47,0.0636935520107841,1.0,10.532256199159868,70000.0
11.48,8.86,670.0,67.5,11.225256725762893,9.61587214452889,494.5,7.0,0.0,0.0,5.333333333333333,5.0,0.07912,1722.0,0.060435857110761625,1.0,8.666302614004078,75000.0
13.99,29.01,660.0,64.5,10.463131911491967,9.210440366976517,341.73,7.0,0.0,0.0,11.665982203969884,3.5,0.11716457142857144,1399.0,0.05571781622107391,1.0,8.209580483475577,35000.0
13.67,31.53,700.0,35.0,11.775297421715827,10.085850775128717,554.35,33.0,0.0,3.0,13.333333333333334,5.416666666666667,0.05117076923076923,3280.8,0.05571781622107391,1.0,10.465158370307687,130000.0
7.89,14.46,715.0,74.9,11.225256725762893,10.239995502805316,876.0,6.0,0.0,0.0,14.666666666666666,2.6785714285714284,0.14016,2209.2,0.051561446865872836,1.0,10.62558655504584,75000.0
10.78,38.5699,725.0,71.6,10.819798284210286,10.12667110305036,540.83,6.0,0.0,0.0,11.16495550992471,2.0,0.1297992,2695.0,0.06638957537631993,1.0,10.069933760171793,50000.0
10.78,38.23,710.0,46.2,11.002116507732017,9.210440366976517,326.35,10.0,0.0,1.0,16.829568788501028,6.0,0.06527000000000001,1078.0,0.06638957537631993,1.0,9.452815851589884,60000.0
11.99,29.86,670.0,79.0,10.239995502805316,9.371693622333941,390.22,5.0,0.0,0.0,20.501026694045173,2.382978723404255,0.16723714285714286,1408.825,0.06762525275219052,1.0,9.498822124598528,28000.0
14.85,20.33,705.0,64.6,10.473364796894678,7.313886831633462,51.89,6.0,0.0,0.0,26.49965776865161,23.573333333333334,0.017609728506787332,222.75,0.044147382610649294,1.0,8.402231172946555,35360.0
14.85,38.5699,695.0,71.8,10.915106645867503,8.294299608857235,138.37,13.0,0.0,0.0,11.498973305954825,13.75,0.030189818181818186,594.0,0.044147382610649294,1.0,9.838735675306431,55000.0
24.24,29.84,685.0,44.0,11.289794413577894,9.981651573505482,625.13,18.0,0.0,0.0,12.914442162902121,3.699421965317919,0.09376949999999999,5241.9,0.004156369355201079,1.0,9.937744041214218,80000.0
8.49,5.14,665.0,87.0,12.44890509218313,10.085850775128717,757.51,9.0,1.0,0.0,19.33196440793977,21.875,0.017314514285714285,2037.6,0.054145135924511346,0.0,10.879612005311733,254969.99999999936
11.99,11.37,680.0,92.3,10.915106645867503,7.601402334583733,66.42,6.0,0.0,0.0,18.751540041067763,27.5,0.014491636363636365,239.8,0.06762525275219052,1.0,9.847869128773116,55000.0
14.85,22.38,790.0,0.3,11.223561979735909,9.169622538697624,332.09,11.0,0.0,0.0,12.082135523613964,7.799270833333333,0.05322452686549223,1425.6,0.044147382610649294,1.0,5.3230099791384085,74873.0
7.26,12.64,755.0,9.3,11.407576060361786,9.90353755128617,619.93,10.0,0.0,1.0,8.668035592060233,4.5,0.08265733333333333,1452.0,0.03707032127611773,1.0,8.150179269682326,90000.0
6.99,20.5,690.0,71.0,11.881332320121787,10.373522431293592,987.93,25.0,0.0,0.0,31.498973305954827,4.5169375,0.08201879038618533,2236.8,0.030891934396764773,1.0,11.484811957786423,144542.0
13.67,8.41,690.0,11.0,10.518700218288165,8.294299608857235,136.08,11.0,2.0,2.0,22.080766598220396,9.25,0.04413405405405406,546.8,0.05571781622107391,0.0,7.818027938530729,37000.0
9.17,9.0,715.0,30.2,11.211833885608513,8.699681400989514,191.28,9.0,0.0,0.0,21.752224503764545,12.333333333333334,0.031018378378378376,550.2,0.0636935520107841,1.0,8.937743936942443,74000.0
22.45,24.28,675.0,49.0,10.668978650219241,9.417435838868785,342.87,13.0,0.0,0.0,16.16700889801506,3.4959349593495936,0.0956846511627907,2761.35,0.006066052572455628,1.0,8.26796230533871,43000.0
11.22,0.38,745.0,8.5,11.264476926102367,7.550135342488429,62.41,3.0,0.0,0.0,19.33196440793977,41.05263157894737,0.009601538461538462,213.18,0.060435857110761625,1.0,6.052089168924417,78000.0
12.88,9.03,715.0,96.6,10.915106645867503,8.987321812850125,269.09,5.0,0.0,0.0,19.665982203969882,6.875,0.05871054545454545,1030.4,0.06122219725904291,1.0,10.099876366541519,55000.0
14.85,18.53,755.0,7.8,10.714439990727769,8.764209507142004,221.39,8.0,0.0,0.0,5.9986310746064335,7.03125,0.05903733333333333,950.4,0.044147382610649294,1.0,7.7336835707759,45000.0
10.78,29.02,735.0,12.1,10.239995502805316,8.987321812850125,261.08,11.0,1.0,0.0,10.666666666666666,3.5,0.11189142857142856,862.4,0.06638957537631993,1.0,8.049427057110695,28000.0
12.59,13.4,665.0,45.7,10.308985993422082,8.517393171418904,167.49,7.0,4.0,0.0,12.914442162902121,6.0,0.066996,629.5,0.06122219725904291,0.0,8.853236764745898,30000.0
9.76,19.02,700.0,22.2,11.127277689932466,9.702044336534586,525.73,20.0,0.0,1.0,25.913757700205338,4.159021406727828,0.09277588235294118,1595.76,0.06290721186250281,1.0,8.969541885423252,68000.0
7.49,28.85,695.0,33.0,10.768506042432708,9.680406499268875,497.63,25.0,0.0,2.0,10.913073237508556,2.96875,0.12571705263157895,1198.4,0.03707032127611773,0.0,10.116782767795524,47500.0
9.76,6.09,675.0,98.9,11.461642696843066,9.472781556562168,418.02,12.0,0.0,1.0,14.417522245037645,7.3076923076923075,0.052802526315789466,1268.8,0.06290721186250281,1.0,9.059750013343681,95000.0
9.8,23.47,705.0,45.4,10.46823301829155,9.61587214452889,317.24,19.0,0.0,0.0,15.416837782340862,2.345266666666667,0.10821455982262145,1470.0,0.06290721186250281,0.0,9.449908301704534,35179.0
14.48,32.69,690.0,40.0,10.950824090522445,10.043292972227004,791.46,8.0,0.0,1.0,10.33264887063655,2.4782608695652173,0.16662315789473686,3330.4,0.044147382610649294,1.0,8.459564078579602,57000.0
13.99,23.25,710.0,46.6,11.050905878263567,9.798182590890704,418.74,21.0,0.0,0.0,13.828884325804244,3.5,0.07976,2518.2,0.05571781622107391,0.0,10.308752640641625,63000.0
12.88,11.78,665.0,40.7,11.418625774449596,9.680406499268875,538.18,14.0,0.0,3.0,12.082135523613964,5.6875,0.07096879120879121,2060.8,0.06122219725904291,1.0,9.136801468641313,91000.0
6.99,28.81,720.0,58.3,11.344281935991242,9.61587214452889,463.09,14.0,0.0,0.0,12.167008898015059,5.632,0.06577982954545454,1048.5,0.030891934396764773,0.0,9.68296556192687,84480.0
13.18,24.72,695.0,54.6,11.225256725762893,9.90353755128617,675.62,10.0,0.0,0.0,8.829568788501026,3.75,0.1080992,2636.0,0.05088744102448888,1.0,10.39616957206583,75000.0
13.18,17.75,660.0,98.8,10.950824090522445,9.15915233520675,320.92,12.0,0.0,0.0,10.666666666666666,6.0,0.0675621052631579,1252.1,0.05088744102448888,0.0,9.42181611842271,57000.0
5.32,15.74,755.0,28.8,11.373674891823535,9.546884034617925,421.61,8.0,0.0,0.0,14.82819986310746,6.214285714285714,0.058153103448275865,744.8,0.04785441473826107,0.0,9.534667728624708,87000.0
6.24,3.89,680.0,12.0,10.645448706505872,9.210440366976517,305.31,7.0,1.0,0.0,15.16495550992471,4.2,0.08723142857142857,624.0,0.03257694900022467,1.0,7.802209316247118,42000.0
13.99,27.22,675.0,80.1,10.60080104196549,9.068315871946766,296.45,14.0,0.0,0.0,19.583846680355922,4.630086455331412,0.08856744510282329,1213.6325,0.05571781622107391,1.0,10.344898787417762,40166.0
11.48,28.48,680.0,89.4,11.751950239425476,9.61587214452889,494.5,20.0,0.0,0.0,10.080766598220396,8.466666666666667,0.04672440944881889,1722.0,0.060435857110761625,1.0,11.122708510624436,127000.0
16.59,30.87,670.0,79.6,9.546884034617925,7.783640596221253,85.08,4.0,0.0,0.0,8.334017796030116,5.833333333333333,0.07292571428571427,398.16,0.02909458548640755,0.0,8.09132127353041,14000.0
9.17,13.2,670.0,71.9,11.51293546492023,8.343077871169383,133.9,6.0,0.0,4.0,22.080766598220396,23.80952380952381,0.016068,385.14,0.0636935520107841,1.0,7.988882253309227,100000.0
11.48,28.14,810.0,12.5,10.859018228147887,9.952325334619427,461.64,12.0,0.0,0.0,16.752908966461327,2.4761904761904763,0.10653230769230769,2410.8,0.060435857110761625,1.0,8.258940462988459,52000.0
16.55,32.59,680.0,74.6,11.082157933374816,9.90353755128617,492.23,9.0,0.0,0.0,6.751540041067762,3.25,0.09087323076923076,3310.0,0.02909458548640755,1.0,10.111436244467795,65000.0
16.59,7.23,670.0,55.6,10.778977123006351,8.699681400989514,212.7,8.0,0.0,0.0,9.66735112936345,8.0,0.053175,995.4,0.02909458548640755,1.0,8.763584409450138,48000.0
13.67,20.07,735.0,26.8,11.695255355062795,9.952325334619427,485.05,12.0,0.0,0.0,13.333333333333334,5.714285714285714,0.048505,2870.7,0.05571781622107391,1.0,8.85180655855245,120000.0
11.48,22.83,690.0,16.0,11.184435286790631,9.210440366976517,329.67,19.0,0.0,0.0,9.500342231348391,7.2,0.054945,1148.0,0.060435857110761625,0.0,8.733916174927524,72000.0
16.55,18.83,715.0,46.7,11.289794413577894,9.842994172107165,463.31,12.0,0.0,0.0,17.752224503764545,4.249667994687915,0.0694965,3115.5375,0.02909458548640755,1.0,9.91526789107166,80000.0
9.76,22.63,705.0,60.1,10.915106645867503,9.002824076547672,261.26,9.0,0.0,0.0,12.999315537303216,6.769230769230769,0.05700218181818182,793.0,0.06290721186250281,1.0,9.348013177101256,55000.0
5.32,14.79,825.0,6.0,11.320565693461432,9.32375833901174,337.29,8.0,0.0,0.0,31.83025325119781,7.366071428571429,0.04906036363636364,595.84,0.04785441473826107,0.0,7.909122183211411,82500.0
5.32,21.38,690.0,44.9,11.51293546492023,9.546884034617925,421.61,10.0,1.0,2.0,19.498973305954827,7.142857142857143,0.0505932,744.8,0.04785441473826107,1.0,9.372629275019902,100000.0
7.89,11.66,745.0,55.6,10.736418414365376,9.798182590890704,563.15,4.0,0.0,0.0,18.666666666666668,2.5555555555555554,0.1469086956521739,1420.2,0.051561446865872836,0.0,9.21064032698518,46000.0
11.99,7.41,720.0,93.3,12.04355959836804,9.818800744368934,408.65,5.0,0.0,0.0,40.82956878850103,9.251700680272108,0.028845882352941176,2203.1625,0.06762525275219052,0.0,10.587543533084293,170000.0
13.99,24.33,685.0,53.0,10.778977123006351,7.313886831633462,51.26,6.0,1.0,0.0,13.166324435318275,32.0,0.012815,209.85,0.05571781622107391,1.0,8.287025025165063,48000.0
14.85,10.85,680.0,36.6,11.156264806643742,9.798182590890704,426.81,9.0,1.0,0.0,17.418206707734427,3.888888888888889,0.07316742857142858,2673.0,0.044147382610649294,1.0,8.826294231241318,70000.0
9.8,19.67,695.0,86.2,11.112462823634855,10.085850775128717,772.17,15.0,0.0,0.0,19.33196440793977,2.7916666666666665,0.13829910447761193,2352.0000000000005,0.06290721186250281,1.0,10.113099969565987,67000.0
13.99,29.15,670.0,82.8,11.407576060361786,9.392745258631441,410.08,12.0,0.0,2.0,13.91375770020534,7.5,0.05467733333333333,1678.8,0.05571781622107391,1.0,8.664923303440572,90000.0
17.97,33.98,700.0,80.6,11.6172944892629,10.335302435967074,781.62,7.0,0.0,0.0,29.913757700205338,3.603896103896104,0.08449945945945946,5534.76,0.023590204448438554,1.0,11.031189277647456,111000.0
9.76,25.95,665.0,42.8,11.0186455364637,9.392745258631441,385.86,15.0,0.0,2.0,31.750855578370977,5.083333333333333,0.07590688524590164,1171.2,0.06290721186250281,0.0,9.63795828472548,61000.0
15.77,3.22,685.0,48.0,10.463131911491967,8.406485069431817,156.83,4.0,0.0,0.0,9.08145106091718,7.82122905027933,0.05377028571428572,705.7075,0.03538530667265783,0.0,7.534762657037537,35000.0
17.86,28.42,715.0,64.3,10.839600519357369,10.06266841688844,593.7,12.0,1.0,0.0,12.082135523613964,2.1748400852878467,0.13969411764705883,4188.17,0.01707481464839362,1.0,8.984693690443855,51000.0
11.22,15.21,685.0,54.3,11.112462823634855,9.90353755128617,656.86,8.0,0.0,4.0,24.249144421629023,3.35,0.11764656716417911,2244.0,0.060435857110761625,1.0,8.16961956172385,67000.0
13.99,6.54,685.0,15.6,11.695255355062795,9.32375833901174,382.74,21.0,1.0,0.0,27.16495550992471,10.714285714285714,0.038274,1566.88,0.05571781622107391,1.0,8.80941494391005,120000.0
17.57,38.5699,690.0,46.2,9.90353755128617,9.798182590890704,452.89,6.0,0.0,0.0,32.668035592060235,1.1111111111111112,0.271734,3162.6,0.023590204448438554,1.0,10.600776145596624,20000.0
19.89,5.99,660.0,43.0,12.022155816966572,10.463131911491967,925.15,5.0,1.0,0.0,25.418206707734427,4.7542857142857144,0.06671754807692308,6961.5,0.013030779600089868,0.0,9.118553976345474,166400.0
12.88,10.46,720.0,11.6,11.37940550085183,9.798182590890704,408.46,8.0,0.0,0.0,10.33264887063655,4.861111111111111,0.056017371428571425,2318.4,0.06122219725904291,0.0,7.635786861395585,87500.0
17.86,16.92,685.0,29.7,9.90353755128617,9.210440366976517,360.83,21.0,0.0,0.0,4.167008898015058,2.0,0.21649799999999997,1786.0,0.01707481464839362,0.0,8.509362612301048,20000.0
10.78,12.52,705.0,62.7,11.695255355062795,9.546884034617925,456.89,15.0,0.0,1.0,12.914442162902121,8.571428571428571,0.045689,1509.2,0.06638957537631993,0.0,8.372398606513004,120000.0
10.78,7.85,690.0,81.6,11.982935344196433,9.61587214452889,489.52,10.0,1.0,0.0,16.914442162902123,10.666666666666666,0.036714,1617.0,0.06638957537631993,1.0,9.222268942841456,160000.0
19.99,16.81,660.0,55.0,11.695255355062795,10.37195875822042,1187.22,14.0,1.0,0.0,13.166324435318275,3.755868544600939,0.11872200000000001,6386.805,0.00853740732419681,0.0,8.990815266184685,120000.0
6.99,28.08,725.0,58.8,11.918397239722838,8.188966863648876,111.15,11.0,0.0,0.0,26.99794661190965,41.666666666666664,0.008892,251.64,0.030891934396764773,1.0,10.254707645791896,150000.0
7.91,23.22,675.0,55.3,11.289794413577894,9.90353755128617,625.9,14.0,0.0,0.0,30.16563997262149,4.0,0.093885,1582.0,0.051561446865872836,0.0,10.631156925467801,80000.0
7.91,10.32,685.0,77.2,10.968215530759236,9.680406499268875,500.72,8.0,0.0,3.0,19.583846680355922,3.625,0.10359724137931035,1265.6,0.051561446865872836,0.0,9.669851648501433,58000.0
11.48,15.92,730.0,3.6,10.87806606028079,8.699681400989514,197.8,12.0,0.0,0.0,27.665982203969882,8.833333333333334,0.04478490566037736,688.8,0.060435857110761625,1.0,6.395261598115449,53000.0
11.48,20.32,720.0,19.0,10.668978650219241,9.210440366976517,329.67,21.0,0.0,2.0,11.665982203969884,4.3,0.09200093023255813,1148.0,0.060435857110761625,1.0,8.324821298768782,43000.0
19.48,22.24,665.0,11.8,10.915106645867503,10.047631185616188,605.35,24.0,0.0,0.0,16.082135523613964,2.380952380952381,0.13207636363636366,4499.88,0.013143113906987193,1.0,8.257904193465674,55000.0
7.91,23.77,720.0,32.0,11.19822841866684,10.225607282932941,558.45,22.0,0.0,0.0,26.584531143052704,2.6449275362318843,0.0918,2183.16,0.051561446865872836,1.0,10.264513019212119,73000.0
13.99,14.31,675.0,71.5,11.082157933374816,9.90353755128617,465.27,7.0,0.0,0.0,14.584531143052704,3.25,0.08589599999999999,2798.0,0.05571781622107391,1.0,9.489713016556824,65000.0
6.89,19.68,695.0,24.4,10.596659732783579,8.987321812850125,246.62,14.0,0.0,1.0,20.0,5.0,0.073986,551.2,0.030891934396764773,1.0,10.169460681825694,40000.0
5.32,20.92,735.0,65.5,11.407576060361786,10.043292972227004,692.64,8.0,0.0,0.0,14.666666666666666,3.9130434782608696,0.092352,1223.6,0.04785441473826107,1.0,10.2906868518374,90000.0
9.8,6.77,735.0,32.7,10.859018228147887,9.121618441915379,294.39,9.0,0.0,0.0,17.66735112936345,5.683060109289618,0.06793615384615385,896.7,0.06290721186250281,1.0,9.079662048334066,52000.0
13.18,13.82,715.0,10.9,11.002116507732017,7.824445930877619,84.46,4.0,0.0,1.0,4.167008898015058,24.0,0.016891999999999997,329.5,0.05088744102448888,0.0,5.723585101952381,60000.0
9.76,3.08,665.0,61.9,11.888625282853006,9.169622538697624,308.69,3.0,0.0,0.0,19.247091033538673,15.166666666666666,0.025441483516483517,936.96,0.06290721186250281,1.0,8.236950048061455,145600.0
9.8,35.23,760.0,27.5,10.915106645867503,9.61587214452889,482.61,18.0,0.0,0.0,12.082135523613964,3.6666666666666665,0.10529672727272728,1470.0,0.06290721186250281,0.0,9.623376745580666,55000.0
14.48,15.27,690.0,65.7,10.915106645867503,9.992001966066868,751.89,15.0,0.0,1.0,22.417522245037645,2.517162471395881,0.1640487272727273,3163.88,0.044147382610649294,1.0,10.25885163767476,55000.0
10.78,17.97,660.0,58.6,11.715057818961629,8.160803920954665,114.23,16.0,3.0,0.0,18.751540041067763,34.97142857142857,0.011199019607843138,377.3,0.06638957537631993,1.0,10.212551886357938,122400.0
14.48,18.41,700.0,93.4,10.933124826700707,8.517393171418904,172.06,4.0,0.0,0.0,20.082135523613964,11.2,0.03687,724.0,0.044147382610649294,1.0,7.3098814858247865,56000.0
22.99,20.24,700.0,12.7,11.51293546492023,10.463131911491967,1354.66,14.0,1.0,2.0,16.66803559206023,2.857142857142857,0.1625592,8046.5,0.006066052572455628,1.0,10.952769531182296,100000.0
21.48,8.09,660.0,39.2,11.362114203075018,9.88715489791523,537.61,8.0,0.0,1.0,7.416837782340862,4.371029224904701,0.0750153488372093,4226.19,0.009660750393170074,0.0,9.28126471031288,86000.0
5.32,26.19,725.0,37.3,11.170449240431308,9.61587214452889,451.73,15.0,0.0,0.0,20.249144421629023,4.733333333333333,0.0763487323943662,798.0,0.04785441473826107,1.0,9.256651274839433,71000.0
8.38,21.6,660.0,51.0,10.819798284210286,8.639587799629844,178.05,23.0,0.0,0.0,11.16495550992471,8.849557522123893,0.042732,473.4700000000001,0.054145135924511346,0.0,8.641532465671846,50000.0
11.99,2.92,690.0,12.7,11.326607934898927,6.90875477931522,33.21,10.0,1.0,0.0,13.998631074606434,83.0,0.00480144578313253,119.9,0.06762525275219052,1.0,8.652073673610056,83000.0
20.99,27.03,675.0,59.5,10.645448706505872,9.777130363659605,476.72,11.0,2.0,0.0,26.33264887063655,2.382978723404255,0.1362057142857143,3699.4875,0.009660750393170074,0.0,9.149103062504993,42000.0
10.78,24.71,700.0,69.3,12.323860125621126,10.463131911491967,757.16,13.0,0.0,0.0,12.829568788501026,6.428571428571429,0.04038186666666666,3773.0,0.06638957537631993,0.0,11.484811957786423,225000.0
8.49,11.08,695.0,68.2,10.915106645867503,9.210440366976517,315.63,8.0,1.0,0.0,27.16495550992471,5.5,0.06886472727272727,849.0,0.054145135924511346,1.0,9.23366619727968,55000.0
11.99,19.32,675.0,51.2,10.308985993422082,9.210440366976517,332.1,8.0,1.0,0.0,24.501026694045173,3.0,0.13284,1199.0,0.06762525275219052,1.0,8.170185652879642,30000.0
16.59,17.29,660.0,29.6,11.440365524765756,9.575052927597383,354.72,26.0,0.0,1.0,10.82819986310746,6.458333333333333,0.045770322580645166,2388.96,0.02909458548640755,1.0,9.660523873772611,93000.0
8.49,14.17,690.0,98.8,12.180759965737863,8.517393171418904,157.82,12.0,0.0,0.0,26.82819986310746,39.0,0.009712,424.5,0.054145135924511346,1.0,11.348687411566544,195000.0
5.32,9.94,715.0,48.3,11.652696102959753,9.770013301136158,527.01,11.0,0.0,0.0,17.752224503764545,6.571428571428571,0.05499234782608695,931.0,0.04785441473826107,0.0,9.676712414987868,115000.0
12.59,27.29,690.0,73.3,11.652696102959753,10.463131911491967,789.04,12.0,0.0,0.0,16.829568788501028,3.2857142857142856,0.08233460869565216,4406.5,0.06122219725904291,0.0,10.62252175404792,115000.0
15.77,13.34,690.0,73.0,11.695255355062795,10.463131911491967,1226.53,12.0,0.0,0.0,12.334017796030116,3.4285714285714284,0.122653,5519.5,0.03538530667265783,0.0,10.347692488960224,120000.0
10.78,11.83,680.0,41.8,10.463131911491967,8.987321812850125,261.08,27.0,0.0,0.0,18.16563997262149,4.375,0.08951314285714286,862.4,0.06638957537631993,0.0,8.769817872052617,35000.0
21.48,33.08,665.0,31.4,10.12667110305036,8.987321812850125,303.38,14.0,0.0,0.0,22.247775496235455,3.125,0.14562239999999999,1718.4,0.009660750393170074,0.0,8.785692444451245,25000.0
10.78,18.07,695.0,82.6,11.135435381317576,10.016860879703811,484.58,11.0,0.0,2.0,20.16700889801506,3.060580357142857,0.08481934740434967,2414.72,0.06638957537631993,1.0,11.144452627341874,68557.0
7.49,11.28,690.0,80.6,11.695255355062795,10.203629181337648,839.75,11.0,0.0,0.0,24.0,4.444444444444445,0.083975,2022.3,0.03707032127611773,1.0,10.017530268576788,120000.0
13.44,26.97,660.0,71.4,10.295563423525277,9.105090961257085,305.16,13.0,0.0,0.0,7.83025325119781,3.2888888888888888,0.12371351351351353,1209.6,0.05088744102448888,0.0,8.922258219503062,29600.0
13.99,20.72,765.0,12.2,11.156264806643742,10.308985993422082,697.9,13.0,0.0,0.0,12.668035592060233,2.3333333333333335,0.11964,4197.0,0.05571781622107391,0.0,8.801619971147346,70000.0
9.17,12.39,710.0,68.3,10.668978650219241,9.210440366976517,318.79,6.0,0.0,0.0,11.83025325119781,4.3,0.0889646511627907,917.0,0.0636935520107841,0.0,8.66681936537205,43000.0
14.85,9.48,705.0,46.3,11.407576060361786,8.294299608857235,138.37,8.0,0.0,0.0,10.417522245037645,22.5,0.018449333333333335,594.0,0.044147382610649294,1.0,8.791029857045965,90000.0
6.49,14.4,755.0,26.9,11.23850177707664,9.798182590890704,551.61,20.0,0.0,1.0,21.08145106091718,4.222222222222222,0.08709631578947369,1168.2,0.03257694900022467,1.0,9.861779749136337,76000.0
17.27,34.07,675.0,44.1,9.472781556562168,8.450198322591959,167.31,6.0,0.0,1.0,19.080082135523615,2.7807486631016043,0.15444000000000002,807.3725,0.02460121321051449,0.0,8.130059039992796,13000.0
11.48,17.41,675.0,55.0,11.407576060361786,8.517393171418904,164.84,12.0,0.0,0.0,14.080766598220396,18.0,0.021978666666666667,574.0,0.060435857110761625,1.0,9.978316693156778,90000.0
6.99,12.7,725.0,2.7,10.819798284210286,9.210440366976517,308.73,9.0,1.0,0.0,12.167008898015059,5.0,0.0740952,699.0,0.030891934396764773,0.0,6.45833828334479,50000.0
10.78,7.52,755.0,3.9,11.338583982516495,9.105090961257085,293.72,16.0,0.0,0.0,12.41889117043121,9.333333333333334,0.041960000000000004,970.2,0.06638957537631993,0.0,7.674152921281675,84000.0
14.85,19.23,695.0,17.8,10.645448706505872,9.210440366976517,345.92,8.0,0.0,0.0,20.58590006844627,4.2,0.09883428571428572,1485.0,0.044147382610649294,0.0,7.805882040228621,42000.0
5.32,25.13,710.0,29.8,10.915106645867503,9.952325334619427,632.42,15.0,0.0,1.0,8.167008898015059,2.619047619047619,0.13798254545454544,1117.2,0.04785441473826107,0.0,10.190619473682428,55000.0
5.32,20.04,800.0,11.4,11.695255355062795,8.006700845440367,90.35,13.0,0.0,0.0,14.913073237508556,40.0,0.009035,159.6,0.04785441473826107,1.0,8.927181388251986,120000.0
7.89,5.39,700.0,36.0,10.915106645867503,8.881975184248867,225.26,4.0,1.0,0.0,21.166324435318277,7.638888888888889,0.049147636363636366,568.08,0.051561446865872836,1.0,8.81001204797317,55000.0
9.8,26.11,710.0,28.7,9.680406499268875,8.94585385712759,246.94,18.0,0.0,0.0,16.999315537303218,2.0846905537459284,0.185205,752.15,0.06290721186250281,0.0,9.25569607369698,16000.0
8.49,7.86,695.0,45.2,11.289794413577894,8.77971129020447,205.16,13.0,0.0,1.0,9.66735112936345,12.307692307692308,0.030774,551.85,0.054145135924511346,0.0,9.064157861798101,80000.0
11.48,17.08,685.0,54.2,12.429220196836383,9.90353755128617,659.33,18.0,0.0,0.0,15.915126625598905,12.5,0.03164784,2296.0,0.060435857110761625,1.0,10.997974677738338,250000.0
11.99,14.13,665.0,31.7,11.407576060361786,9.90353755128617,664.2,10.0,0.0,0.0,7.3319644079397674,4.5,0.08856,2398.0,0.06762525275219052,0.0,8.714895850248494,90000.0
17.27,25.39,665.0,65.5,11.156264806643742,9.920885329712549,508.71,15.0,1.0,0.0,17.50034223134839,3.43980343980344,0.08720742857142857,3514.445,0.02460121321051449,1.0,10.404686992907486,70000.0
6.49,26.03,735.0,59.0,11.731265497840116,10.165890277802454,796.76,8.0,0.0,0.0,14.584531143052704,4.7846153846153845,0.07685787781350482,1687.4,0.03257694900022467,1.0,9.906134047477034,124400.0
5.32,15.82,725.0,35.4,11.695255355062795,10.085850775128717,722.76,13.0,0.0,0.0,11.247091033538672,5.0,0.07227599999999999,1276.8,0.04785441473826107,0.0,10.659938116765312,120000.0
7.49,31.94,720.0,18.5,11.561725152903833,9.83633227734872,581.61,13.0,0.0,0.0,11.247091033538672,5.614973262032086,0.06646971428571428,1400.63,0.03707032127611773,1.0,7.841885928984623,105000.0
16.59,31.88,705.0,41.2,11.002116507732017,9.90353755128617,492.66,11.0,1.0,0.0,13.500342231348391,3.0,0.09853200000000001,3318.0,0.02909458548640755,0.0,8.911125383710678,60000.0
13.67,10.01,680.0,38.3,11.695255355062795,9.392745258631441,408.22,9.0,0.0,7.0,14.751540041067761,10.0,0.040822000000000004,1640.4,0.05571781622107391,0.0,8.57035473953047,120000.0
7.49,12.09,695.0,44.3,11.156264806643742,9.680406499268875,497.63,15.0,0.0,0.0,20.16700889801506,4.375,0.08530800000000001,1198.4,0.03707032127611773,1.0,10.592952963693447,70000.0
8.49,10.42,735.0,2.0,10.239995502805316,7.783640596221253,75.76,5.0,0.0,0.0,4.0,11.666666666666666,0.03246857142857143,203.76,0.054145135924511346,0.0,5.181783550292085,28000.0
