int_rate,dti,fico_range_low,revol_util,annual_inc_log,loan_amnt_log,installment,open_acc,pub_rec,delinq_2yrs,credit_history_years,income_to_loan_ratio,installment_to_income,total_interest_burden,sub_grade_freq,emp_stable,revol_bal_log,annual_inc
14.85,17.9,665.0,24.0,11.472113887062386,9.392745258631441,284.54,10.0,1.0,0.0,13.166324435318275,8.0,0.0355675,1782.0,0.044147382610649294,0.0,8.246433786160365,96000.0
8.49,23.63,665.0,99.7,11.225256725762893,9.741027444837728,536.57,5.0,0.0,1.0,15.75085557837098,4.411764705882353,0.0858512,1443.3,0.054145135924511346,1.0,9.73896662036768,75000.0
19.89,12.28,685.0,36.4,10.896757843893464,9.34583234141334,302.66,9.0,0.0,1.0,21.333333333333332,4.716157205240175,0.06725777777777778,2277.405,0.013030779600089868,1.0,8.470939806898775,54000.0
8.49,12.35,675.0,66.8,11.51293546492023,10.043292972227004,725.95,8.0,0.0,1.0,18.99794661190965,4.3478260869565215,0.087114,1952.7,0.054145135924511346,0.0,9.867653099526912,100000.0
11.99,13.98,660.0,80.0,11.982935344196433,9.90353755128617,664.2,11.0,1.0,1.0,14.499657768651609,8.0,0.049815,2398.0,0.06762525275219052,1.0,10.137294052018591,160000.0
13.99,22.62,680.0,84.0,11.51293546492023,10.308985993422082,1025.19,5.0,0.0,0.0,9.66735112936345,3.3333333333333335,0.1230228,4197.0,0.05571781622107391,0.0,8.57376254290413,100000.0
12.88,14.18,675.0,12.0,10.571342565808699,9.039077442538963,283.39,9.0,1.0,0.0,22.49965776865161,4.629080118694362,0.08719692307692307,1085.14,0.06122219725904291,0.0,7.664346632098617,39000.0
9.8,11.03,715.0,45.6,10.34177474101152,8.987321812850125,257.39,9.0,0.0,0.0,22.913073237508556,3.875,0.0996348387096774,784.0,0.06290721186250281,0.0,8.85051762174672,31000.0
17.97,3.35,660.0,38.7,11.49273296168228,9.79540110267107,455.52,12.0,0.0,0.0,12.082135523613964,5.459610027855153,0.05577795918367347,3225.615,0.023590204448438554,1.0,9.213734605044198,98000.0
12.88,20.25,675.0,22.8,12.04355959836804,9.975854724662028,723.18,14.0,1.0,1.0,18.82819986310746,7.906976744186046,0.051047999999999996,2769.2,0.06122219725904291,0.0,9.585346272599638,170000.0
9.76,30.89,675.0,68.6,11.326607934898927,9.61587214452889,482.32,17.0,0.0,0.0,18.247775496235455,5.533333333333333,0.06973301204819277,1464.0,0.06290721186250281,1.0,10.149878770570028,83000.0
13.67,24.69,660.0,62.7,11.050905878263567,8.294299608857235,136.08,23.0,0.0,1.0,11.16495550992471,15.75,0.025920000000000002,546.8,0.05571781622107391,0.0,9.94097599694712,63000.0
6.24,14.52,680.0,71.8,10.819798284210286,8.881975184248867,219.83,9.0,0.0,1.0,11.416837782340862,6.944444444444445,0.0527592,449.28,0.03257694900022467,0.0,9.094705028377259,50000.0
16.59,18.99,670.0,56.9,9.908524844053396,8.294299608857235,141.8,7.0,0.0,0.0,5.8288843258042435,5.025,0.08465671641791045,663.6,0.02909458548640755,1.0,8.968396191198256,20100.0
9.17,11.97,660.0,30.7,10.714439990727769,9.392745258631441,382.55,15.0,0.0,1.0,17.08145106091718,3.75,0.10201333333333333,1100.4,0.0636935520107841,1.0,8.565983355585669,45000.0
10.64,32.3,685.0,83.3,11.350418300109132,9.770013301136158,569.95,18.0,0.0,0.0,17.50034223134839,4.857142857142857,0.08046352941176471,1862.0,0.06638957537631993,1.0,10.178806009504447,85000.0
16.55,28.47,700.0,77.5,10.819798284210286,10.043292972227004,566.06,12.0,0.0,0.0,26.417522245037645,2.1739130434782608,0.1358544,3806.5,0.02909458548640755,0.0,10.241922148185072,50000.0
11.99,32.5,670.0,16.0,11.350418300109132,8.699681400989514,199.26,8.0,1.0,5.0,15.915126625598905,14.166666666666666,0.028130823529411764,719.4,0.06762525275219052,0.0,11.189491854811298,85000.0
7.49,16.42,740.0,43.6,11.6172944892629,10.085850775128717,746.44,19.0,0.0,0.0,46.666666666666664,4.625,0.08069621621621623,1797.6,0.03707032127611773,0.0,10.342870878847753,111000.0
17.97,25.11,670.0,85.3,11.918397239722838,10.463131911491967,888.2,27.0,0.0,1.0,33.667351129363446,4.285714285714286,0.07105600000000001,6289.5,0.023590204448438554,1.0,10.59448241852793,150000.0
15.41,24.25,695.0,64.2,10.668978650219241,9.892224360257417,474.72,9.0,0.0,0.0,19.416837782340863,2.1744627054361567,0.13248000000000001,3047.3275,0.03538530667265783,0.0,10.011893426379915,43000.0
10.64,17.9,675.0,0.0,10.357774570341576,8.699681400989514,195.42,4.0,0.0,3.0,23.080082135523615,5.25,0.07444571428571428,638.4,0.06638957537631993,0.0,0.0,31500.0
6.99,10.26,685.0,73.0,11.289794413577894,8.922791623969637,231.55,9.0,0.0,0.0,16.58590006844627,10.666666666666666,0.0347325,524.25,0.030891934396764773,1.0,9.495068084601527,80000.0
